model,parameter,ell,overtone,spectral_N,center_real,center_imag,q10_susceptibility,q50_susceptibility,area_fraction_m10,curvature_trace_indicator,eigen_condition_indicator,nearest_eigenvalue_distance,overlap_previous_parameter,hit_minimizer_boundary
ks,0.1,1,0,48,0.2926892526911401,-0.09763443728611243,9.894129684308712,9.617705314117677,0.05817174515235457,14485854.18016658,909.0654202119,0.2105008791503576,0.99999999136607,False
ks,0.2,1,0,48,0.2919530115201326,-0.09755791555506818,9.899982569895295,9.623729152155706,0.060941828254847646,14597026.57908464,917.1826492132013,0.21040253956457064,0.9999999230249959,False
ks,0.35,1,0,48,0.289961653763882,-0.0973485149342001,9.915862555500373,9.640071120926573,0.0664819944598338,14492550.09236805,939.6032479612198,0.21013233877929896,0.9999994329750398,False
ks,0.5,1,0,48,0.28697624758609763,-0.0970278981457459,9.939806380766292,9.66470617984883,0.07479224376731301,14470740.723863207,974.5300658377159,0.20971649582510016,0.9999987093287627,False
ks,0.75,1,0,48,0.28009254742194273,-0.09625759713799766,9.995659115033167,9.720512745654561,0.0997229916897507,15390481.231173903,1061.491456425136,0.20870410773893466,0.999992960418596,False
ks,1.0,1,0,48,0.2713551762457191,-0.09521609069178923,10.06789657778448,9.791935280123807,0.1772853185595568,16209602.229462259,1186.2630318822246,0.2073139065530018,0.9999881781298702,False
ks,0.0,1,1,48,0.2644486411659927,-0.3062574021098358,14.178162644817245,13.85896500120432,1.0,5122821.246320639,16731955.542510293,0.2105336505130303,,False
ks,0.1,1,1,48,0.2641755023131535,-0.306195186619383,14.182385445883547,13.863216930508342,1.0,5025252.561259466,16872297.083498634,0.2105008791503576,0.9999999595121793,False
ks,0.2,1,1,48,0.26336114404416316,-0.3060087101552743,14.194992096347082,13.875911084660698,1.0,5015620.850979993,17298392.282624267,0.21040253956457064,0.9999996399307473,False
ks,0.35,1,1,48,0.2611593889532662,-0.3054975705233073,14.229213351388628,13.910370568355443,1.0,5064457.91109651,18510918.86929527,0.21013233877929896,0.9999973636520243,False
ks,0.5,1,1,48,0.2578603300442722,-0.3047134103194574,14.280906716416752,13.962416098948536,1.0,4684767.652462542,20508149.941079743,0.20971649582510016,0.9999940626745345,False
ks,0.75,1,1,48,0.2502653569717466,-0.302819315026266,14.401684097166038,14.083746630079593,1.0,5462581.097704858,26071149.701899268,0.20870410773893466,0.9999683529198948,False
ks,1.0,1,1,48,0.24064850483099484,-0.3002432990834925,14.558519854634266,14.239700667141545,1.0,5079983.61473276,35650237.785515554,0.2073139065530018,0.9999488202207016,False
ks,0.0,2,0,48,0.483643872210601,-0.0967587759783489,8.984384783327485,8.680889966971831,0.002770083102493075,5766618.973016396,229.48657912105637,0.19982785706388828,,False
ks,0.1,2,0,48,0.48323949775685315,-0.09673251233501674,8.98602021839538,8.682550049381176,0.002770083102493075,6097022.700538322,229.87979052857193,0.1997829692562682,0.9999999818659432,False
ks,0.2,2,0,48,0.48203368791956047,-0.09665386072271115,8.990902841479151,8.687506892852126,0.002770083102493075,5960122.4832332805,231.058597769729,0.19964848705995672,0.9999998385818203,False
ks,0.35,2,0,48,0.47877305050831404,-0.09643864960366917,9.004149169933775,8.700959819746936,0.002770083102493075,6052572.817150936,234.29447958994285,0.1992800748134026,0.9999988160737491,False
